y_true,s_pred,s_conf,if_score,low_conf,if_outlier,if_inlier,h_pred,is_partial,bu_mask,y_bu,s_bu,h_bu,s_correct,h_correct,s_bu_correct,h_bu_correct
Denial of Service (DoS),Denial of Service (DoS),1.0,0.3719810677497928,0,1,0,Denial of Service (DoS),1,0,-1,-1,-1,1,1,-1,-1
Brute Force (Medusa),Brute Force (Medusa),1.0,0.2711795710692815,0,1,0,Brute Force (Medusa),0,0,-1,-1,-1,1,1,-1,-1
Brute Force (Hydra),Brute Force (Hydra),1.0,0.3369588285751129,0,1,0,Brute Force (Hydra),0,0,-1,-1,-1,1,1,-1,-1
Unknown/Anomaly,Unknown/Anomaly,1.0,0.14580123630339092,0,1,0,Unknown/Anomaly,1,0,-1,-1,-1,1,1,-1,-1
Brute Force (Medusa),Brute Force (Medusa),1.0,0.3056294382934411,0,1,0,Brute Force (Medusa),1,0,-1,-1,-1,1,1,-1,-1
Unknown/Anomaly,Unknown/Anomaly,1.0,0.14580123630339092,0,1,0,Unknown/Anomaly,1,0,-1,-1,-1,1,1,-1,-1
Brute Force (Medusa),Brute Force (Medusa),1.0,0.1259583550849498,0,1,0,Brute Force (Medusa),1,0,-1,-1,-1,1,1,-1,-1
Denial of Service (DoS),Denial of Service (DoS),0.94,0.33386108901363226,0,1,0,Denial of Service (DoS),0,0,-1,-1,-1,1,1,-1,-1
Brute Force (Medusa),Brute Force (Medusa),1.0,0.3454101653068493,0,1,0,Brute Force (Medusa),0,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.35621516111173324,0,1,0,Benign,1,1,0,0,0,1,1,1,1
Brute Force (Hydra),Brute Force (Hydra),1.0,0.3496780832116724,0,1,0,Brute Force (Hydra),0,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.4067063217844262,0,0,1,Benign,0,1,0,0,0,1,1,1,1
Brute Force (Medusa),Brute Force (Medusa),1.0,0.3454101653068493,0,1,0,Brute Force (Medusa),0,0,-1,-1,-1,1,1,-1,-1
Denial of Service (DoS),Denial of Service (DoS),1.0,0.33452353194253265,0,1,0,Denial of Service (DoS),0,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.3285794853614717,0,1,0,Benign,0,1,0,0,0,1,1,1,1
Brute Force (Medusa),Brute Force (Medusa),1.0,0.3454101653068493,0,1,0,Brute Force (Medusa),0,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.37711429450444317,0,1,0,Benign,1,1,0,0,0,1,1,1,1
Brute Force (Medusa),Brute Force (Medusa),1.0,0.23286090180687535,0,1,0,Brute Force (Medusa),0,0,-1,-1,-1,1,1,-1,-1
Denial of Service (DoS),Denial of Service (DoS),1.0,0.3705334412969118,0,1,0,Denial of Service (DoS),0,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,0.98,0.2652391225711479,0,1,0,Benign,0,1,0,0,0,1,1,1,1
Denial of Service (DoS),Denial of Service (DoS),1.0,0.3150653429487423,0,1,0,Denial of Service (DoS),1,0,-1,-1,-1,1,1,-1,-1
Unknown/Anomaly,Unknown/Anomaly,1.0,0.3281678191281915,0,1,0,Unknown/Anomaly,1,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.27874567463233046,0,1,0,Benign,1,1,0,0,0,1,1,1,1
Brute Force (Medusa),Brute Force (Medusa),1.0,0.3056294382934411,0,1,0,Brute Force (Medusa),1,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.3839274637222336,0,1,0,Benign,1,1,0,0,0,1,1,1,1
Benign,Benign,1.0,0.3972914583535937,0,0,1,Benign,1,1,0,0,0,1,1,1,1
Denial of Service (DoS),Denial of Service (DoS),1.0,0.370952520766637,0,1,0,Denial of Service (DoS),1,0,-1,-1,-1,1,1,-1,-1
Brute Force (Medusa),Brute Force (Medusa),1.0,0.3454101653068493,0,1,0,Brute Force (Medusa),0,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.3543787406586458,0,1,0,Benign,0,1,0,0,0,1,1,1,1
Benign,Benign,0.98,0.1621559246775951,0,1,0,Benign,1,1,0,0,0,1,1,1,1
Unknown/Anomaly,Unknown/Anomaly,1.0,0.35146717013075984,0,1,0,Unknown/Anomaly,1,0,-1,-1,-1,1,1,-1,-1
Unknown/Anomaly,Unknown/Anomaly,1.0,0.14580123630339092,0,1,0,Unknown/Anomaly,1,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.39273456520518385,0,0,1,Benign,0,1,0,0,0,1,1,1,1
Benign,Benign,0.91,0.17923622281660256,0,1,0,Benign,0,1,0,0,0,1,1,1,1
Benign,Benign,1.0,0.39865364504190776,0,0,1,Benign,1,1,0,0,0,1,1,1,1
Denial of Service (DoS),Denial of Service (DoS),1.0,0.3773446110480042,0,1,0,Denial of Service (DoS),0,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.03098282881625991,0,1,0,Benign,1,1,0,0,0,1,1,1,1
Brute Force (Hydra),Brute Force (Hydra),1.0,0.3502569407252681,0,1,0,Brute Force (Hydra),0,0,-1,-1,-1,1,1,-1,-1
Denial of Service (DoS),Denial of Service (DoS),1.0,0.35441391186198357,0,1,0,Denial of Service (DoS),1,0,-1,-1,-1,1,1,-1,-1
Brute Force (Hydra),Brute Force (Hydra),1.0,0.33606322906266706,0,1,0,Brute Force (Hydra),0,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.39088433389423205,0,0,1,Benign,1,1,0,0,0,1,1,1,1
Unknown/Anomaly,Unknown/Anomaly,1.0,0.3252978821528675,0,1,0,Unknown/Anomaly,1,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,-0.002911754197175709,0,1,0,Benign,1,1,0,0,0,1,1,1,1
Denial of Service (DoS),Denial of Service (DoS),1.0,0.3918097441968995,0,0,1,Denial of Service (DoS),0,0,-1,-1,-1,1,1,-1,-1
Denial of Service (DoS),Denial of Service (DoS),1.0,0.3835411542727294,0,1,0,Denial of Service (DoS),0,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.41210532983811166,0,0,1,Benign,0,1,0,0,0,1,1,1,1
Brute Force (Hydra),Brute Force (Hydra),1.0,0.34365402965569275,0,1,0,Brute Force (Hydra),1,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.3972914583535937,0,0,1,Benign,1,1,0,0,0,1,1,1,1
Denial of Service (DoS),Denial of Service (DoS),1.0,0.3773446110480042,0,1,0,Denial of Service (DoS),0,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.13098221573626356,0,1,0,Benign,1,1,0,0,0,1,1,1,1
Denial of Service (DoS),Denial of Service (DoS),1.0,0.37785519392407213,0,1,0,Denial of Service (DoS),1,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.39009684017405283,0,0,1,Benign,0,1,0,0,0,1,1,1,1
Benign,Benign,1.0,0.39839554146487854,0,0,1,Benign,0,1,0,0,0,1,1,1,1
Denial of Service (DoS),Denial of Service (DoS),1.0,0.36541726431863464,0,1,0,Denial of Service (DoS),1,0,-1,-1,-1,1,1,-1,-1
Denial of Service (DoS),Denial of Service (DoS),1.0,0.32106949353552927,0,1,0,Denial of Service (DoS),1,0,-1,-1,-1,1,1,-1,-1
Unknown/Anomaly,Unknown/Anomaly,1.0,0.3868328997966424,0,1,0,Unknown/Anomaly,1,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.3886388663019214,0,1,0,Benign,1,1,0,0,0,1,1,1,1
Unknown/Anomaly,Unknown/Anomaly,1.0,0.37527192481375093,0,1,0,Unknown/Anomaly,1,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.4050243194761735,0,0,1,Benign,0,1,0,0,0,1,1,1,1
Benign,Benign,0.98,0.12404493840480013,0,1,0,Benign,1,1,0,0,0,1,1,1,1
Brute Force (Hydra),Brute Force (Hydra),1.0,0.34365402965569275,0,1,0,Brute Force (Hydra),1,0,-1,-1,-1,1,1,-1,-1
Brute Force (Medusa),Brute Force (Medusa),1.0,0.2711795710692815,0,1,0,Brute Force (Medusa),0,0,-1,-1,-1,1,1,-1,-1
Denial of Service (DoS),Denial of Service (DoS),1.0,0.370952520766637,0,1,0,Denial of Service (DoS),1,0,-1,-1,-1,1,1,-1,-1
Unknown/Anomaly,Unknown/Anomaly,1.0,0.3325762479436078,0,1,0,Unknown/Anomaly,1,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.18236128903364357,0,1,0,Benign,1,1,0,0,0,1,1,1,1
Denial of Service (DoS),Denial of Service (DoS),1.0,0.33452353194253265,0,1,0,Denial of Service (DoS),0,0,-1,-1,-1,1,1,-1,-1
Brute Force (Hydra),Brute Force (Hydra),1.0,0.34365402965569275,0,1,0,Brute Force (Hydra),1,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.4168029858438975,0,0,1,Benign,0,1,0,0,0,1,1,1,1
Benign,Benign,1.0,0.40233835633031445,0,0,1,Benign,0,1,0,0,0,1,1,1,1
Unknown/Anomaly,Unknown/Anomaly,1.0,0.14580123630339092,0,1,0,Unknown/Anomaly,1,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.23251793970902956,0,1,0,Benign,1,1,0,0,0,1,1,1,1
Unknown/Anomaly,Unknown/Anomaly,1.0,0.14580123630339092,0,1,0,Unknown/Anomaly,1,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.3728664847639746,0,1,0,Benign,1,1,0,0,0,1,1,1,1
Denial of Service (DoS),Denial of Service (DoS),1.0,0.31694445613003774,0,1,0,Denial of Service (DoS),1,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.3977914890433358,0,0,1,Benign,1,1,0,0,0,1,1,1,1
Brute Force (Hydra),Brute Force (Hydra),1.0,0.34365402965569275,0,1,0,Brute Force (Hydra),1,0,-1,-1,-1,1,1,-1,-1
Brute Force (Hydra),Brute Force (Hydra),1.0,0.34365402965569275,0,1,0,Brute Force (Hydra),1,0,-1,-1,-1,1,1,-1,-1
Brute Force (Hydra),Brute Force (Hydra),1.0,0.34365402965569275,0,1,0,Brute Force (Hydra),1,0,-1,-1,-1,1,1,-1,-1
Denial of Service (DoS),Denial of Service (DoS),1.0,0.33452353194253265,0,1,0,Denial of Service (DoS),0,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.35621516111173324,0,1,0,Benign,1,1,0,0,0,1,1,1,1
Brute Force (Hydra),Brute Force (Hydra),1.0,0.3502569407252681,0,1,0,Brute Force (Hydra),0,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,0.89,0.3735515311113485,0,1,0,Benign,0,1,0,0,0,1,1,1,1
Benign,Benign,1.0,0.3670774000702796,0,1,0,Benign,1,1,0,0,0,1,1,1,1
Unknown/Anomaly,Unknown/Anomaly,1.0,0.35146717013075984,0,1,0,Unknown/Anomaly,1,0,-1,-1,-1,1,1,-1,-1
Unknown/Anomaly,Unknown/Anomaly,1.0,0.14580123630339092,0,1,0,Unknown/Anomaly,1,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.39584470048162756,0,0,1,Benign,1,1,0,0,0,1,1,1,1
Unknown/Anomaly,Unknown/Anomaly,1.0,0.14580123630339092,0,1,0,Unknown/Anomaly,1,0,-1,-1,-1,1,1,-1,-1
Unknown/Anomaly,Unknown/Anomaly,1.0,0.3281678191281915,0,1,0,Unknown/Anomaly,1,0,-1,-1,-1,1,1,-1,-1
Denial of Service (DoS),Denial of Service (DoS),1.0,0.3592563636103478,0,1,0,Denial of Service (DoS),0,0,-1,-1,-1,1,1,-1,-1
Denial of Service (DoS),Denial of Service (DoS),1.0,0.30780192719949834,0,1,0,Denial of Service (DoS),1,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.38167591547258306,0,1,0,Benign,1,1,0,0,0,1,1,1,1
Benign,Benign,1.0,0.39602742303253297,0,0,1,Benign,1,1,0,0,0,1,1,1,1
Unknown/Anomaly,Unknown/Anomaly,1.0,0.14661859200971006,0,1,0,Unknown/Anomaly,1,0,-1,-1,-1,1,1,-1,-1
Brute Force (Hydra),Brute Force (Hydra),1.0,0.3228233946492676,0,1,0,Brute Force (Hydra),0,0,-1,-1,-1,1,1,-1,-1
Brute Force (Medusa),Brute Force (Medusa),1.0,0.3454101653068493,0,1,0,Brute Force (Medusa),0,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.20521238510460582,0,1,0,Benign,1,1,0,0,0,1,1,1,1
Benign,Benign,1.0,0.38438609350592867,0,1,0,Benign,1,1,0,0,0,1,1,1,1
Brute Force (Hydra),Brute Force (Hydra),1.0,0.15848674372004046,0,1,0,Brute Force (Hydra),1,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.37278809023926496,0,1,0,Benign,1,1,0,0,0,1,1,1,1
Benign,Benign,1.0,0.39311657125875843,0,0,1,Benign,1,1,0,0,0,1,1,1,1
Benign,Benign,1.0,0.3919279580028548,0,0,1,Benign,0,1,0,0,0,1,1,1,1
Unknown/Anomaly,Unknown/Anomaly,1.0,0.3661771340802321,0,1,0,Unknown/Anomaly,1,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.40110374105378027,0,0,1,Benign,1,1,0,0,0,1,1,1,1
Unknown/Anomaly,Unknown/Anomaly,1.0,0.14580123630339092,0,1,0,Unknown/Anomaly,1,0,-1,-1,-1,1,1,-1,-1
Denial of Service (DoS),Denial of Service (DoS),1.0,0.38162581692199904,0,1,0,Denial of Service (DoS),1,0,-1,-1,-1,1,1,-1,-1
Brute Force (Hydra),Brute Force (Hydra),1.0,0.34713789604440626,0,1,0,Brute Force (Hydra),0,0,-1,-1,-1,1,1,-1,-1
Unknown/Anomaly,Unknown/Anomaly,1.0,0.38567441977013245,0,1,0,Unknown/Anomaly,1,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.3847822960632501,0,1,0,Benign,1,1,0,0,0,1,1,1,1
Brute Force (Hydra),Brute Force (Hydra),1.0,0.15848674372004046,0,1,0,Brute Force (Hydra),1,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.3391536699518985,0,1,0,Benign,0,1,0,0,0,1,1,1,1
Brute Force (Medusa),Brute Force (Medusa),1.0,0.3056294382934411,0,1,0,Brute Force (Medusa),1,0,-1,-1,-1,1,1,-1,-1
Brute Force (Hydra),Brute Force (Hydra),1.0,0.2667332235939976,0,1,0,Brute Force (Hydra),1,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.38914244796103525,0,0,1,Benign,1,1,0,0,0,1,1,1,1
Benign,Benign,1.0,0.40183506095120664,0,0,1,Benign,0,1,0,0,0,1,1,1,1
Brute Force (Medusa),Brute Force (Medusa),1.0,0.3031435107246286,0,1,0,Brute Force (Medusa),1,0,-1,-1,-1,1,1,-1,-1
Brute Force (Medusa),Brute Force (Medusa),1.0,0.3426751449213703,0,1,0,Brute Force (Medusa),0,0,-1,-1,-1,1,1,-1,-1
Unknown/Anomaly,Unknown/Anomaly,1.0,0.14580123630339092,0,1,0,Unknown/Anomaly,1,0,-1,-1,-1,1,1,-1,-1
Brute Force (Medusa),Brute Force (Medusa),1.0,0.1259583550849498,0,1,0,Brute Force (Medusa),1,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.38167591547258306,0,1,0,Benign,1,1,0,0,0,1,1,1,1
Denial of Service (DoS),Denial of Service (DoS),1.0,0.3918097441968995,0,0,1,Denial of Service (DoS),0,0,-1,-1,-1,1,1,-1,-1
Brute Force (Medusa),Brute Force (Medusa),1.0,0.3031435107246286,0,1,0,Brute Force (Medusa),1,0,-1,-1,-1,1,1,-1,-1
Brute Force (Hydra),Brute Force (Hydra),1.0,0.3369588285751129,0,1,0,Brute Force (Hydra),0,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.3791000720973702,0,1,0,Benign,1,1,0,0,0,1,1,1,1
Benign,Benign,1.0,0.3889057380818101,0,1,0,Benign,0,1,0,0,0,1,1,1,1
Benign,Benign,1.0,0.40145042793032515,0,0,1,Benign,1,1,0,0,0,1,1,1,1
Benign,Benign,1.0,0.3894333785842966,0,0,1,Benign,1,1,0,0,0,1,1,1,1
Unknown/Anomaly,Unknown/Anomaly,1.0,0.14580123630339092,0,1,0,Unknown/Anomaly,1,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.3274903729674578,0,1,0,Benign,1,1,0,0,0,1,1,1,1
Denial of Service (DoS),Denial of Service (DoS),1.0,0.36763292543704457,0,1,0,Denial of Service (DoS),1,0,-1,-1,-1,1,1,-1,-1
Unknown/Anomaly,Unknown/Anomaly,1.0,0.37527192481375093,0,1,0,Unknown/Anomaly,1,0,-1,-1,-1,1,1,-1,-1
Denial of Service (DoS),Denial of Service (DoS),1.0,0.3755927467395427,0,1,0,Denial of Service (DoS),1,0,-1,-1,-1,1,1,-1,-1
Unknown/Anomaly,Unknown/Anomaly,1.0,0.14675213268598797,0,1,0,Unknown/Anomaly,1,0,-1,-1,-1,1,1,-1,-1
Denial of Service (DoS),Denial of Service (DoS),1.0,0.373062015958205,0,1,0,Denial of Service (DoS),0,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.3987982185791625,0,0,1,Benign,1,1,0,0,0,1,1,1,1
Benign,Benign,1.0,0.2397492103888803,0,1,0,Benign,1,1,0,0,0,1,1,1,1
Brute Force (Hydra),Brute Force (Hydra),1.0,0.34365402965569275,0,1,0,Brute Force (Hydra),1,0,-1,-1,-1,1,1,-1,-1
Brute Force (Medusa),Brute Force (Medusa),1.0,0.3056294382934411,0,1,0,Brute Force (Medusa),1,0,-1,-1,-1,1,1,-1,-1
Unknown/Anomaly,Unknown/Anomaly,1.0,0.14580123630339092,0,1,0,Unknown/Anomaly,1,0,-1,-1,-1,1,1,-1,-1
Brute Force (Medusa),Brute Force (Medusa),1.0,0.3439451274458849,0,1,0,Brute Force (Medusa),0,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.008821714374436018,0,1,0,Benign,1,1,0,0,0,1,1,1,1
Benign,Benign,1.0,0.36180332330281906,0,1,0,Benign,1,1,0,0,0,1,1,1,1
Brute Force (Hydra),Brute Force (Hydra),1.0,0.34365402965569275,0,1,0,Brute Force (Hydra),1,0,-1,-1,-1,1,1,-1,-1
Unknown/Anomaly,Unknown/Anomaly,1.0,0.14580123630339092,0,1,0,Unknown/Anomaly,1,0,-1,-1,-1,1,1,-1,-1
Unknown/Anomaly,Unknown/Anomaly,1.0,0.14580123630339092,0,1,0,Unknown/Anomaly,1,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.4030006716410853,0,0,1,Benign,1,1,0,0,0,1,1,1,1
Benign,Benign,1.0,0.38978003852559384,0,0,1,Benign,0,1,0,0,0,1,1,1,1
Benign,Benign,1.0,0.3980129367521011,0,0,1,Benign,1,1,0,0,0,1,1,1,1
Benign,Benign,1.0,0.3897998844789315,0,0,1,Benign,1,1,0,0,0,1,1,1,1
Unknown/Anomaly,Unknown/Anomaly,1.0,0.14580123630339092,0,1,0,Unknown/Anomaly,1,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.35436926050426726,0,1,0,Benign,0,1,0,0,0,1,1,1,1
Benign,Benign,1.0,0.18446011625557202,0,1,0,Benign,1,1,0,0,0,1,1,1,1
Brute Force (Hydra),Brute Force (Hydra),1.0,0.34365402965569275,0,1,0,Brute Force (Hydra),1,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.39078892607530985,0,0,1,Benign,0,1,0,0,0,1,1,1,1
Unknown/Anomaly,Unknown/Anomaly,1.0,0.14580123630339092,0,1,0,Unknown/Anomaly,1,0,-1,-1,-1,1,1,-1,-1
Unknown/Anomaly,Unknown/Anomaly,1.0,0.14580123630339092,0,1,0,Unknown/Anomaly,1,0,-1,-1,-1,1,1,-1,-1
Unknown/Anomaly,Unknown/Anomaly,1.0,0.37527192481375093,0,1,0,Unknown/Anomaly,1,0,-1,-1,-1,1,1,-1,-1
Denial of Service (DoS),Denial of Service (DoS),1.0,0.3265501921799457,0,1,0,Denial of Service (DoS),1,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.4030006716410853,0,0,1,Benign,1,1,0,0,0,1,1,1,1
Brute Force (Medusa),Brute Force (Medusa),1.0,0.3442645937224248,0,1,0,Brute Force (Medusa),0,0,-1,-1,-1,1,1,-1,-1
Brute Force (Medusa),Brute Force (Medusa),1.0,0.3454101653068493,0,1,0,Brute Force (Medusa),0,0,-1,-1,-1,1,1,-1,-1
Brute Force (Hydra),Brute Force (Hydra),1.0,0.3502569407252681,0,1,0,Brute Force (Hydra),0,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,0.5,0.2857359833898086,1,1,0,Benign,0,1,0,0,0,1,1,1,1
Benign,Benign,1.0,0.3580113723148128,0,1,0,Benign,1,1,0,0,0,1,1,1,1
Brute Force (Medusa),Brute Force (Medusa),1.0,0.3056294382934411,0,1,0,Brute Force (Medusa),1,0,-1,-1,-1,1,1,-1,-1
Unknown/Anomaly,Unknown/Anomaly,1.0,0.14580123630339092,0,1,0,Unknown/Anomaly,1,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.4048860532114025,0,0,1,Benign,0,1,0,0,0,1,1,1,1
Denial of Service (DoS),Denial of Service (DoS),1.0,0.332846229843463,0,1,0,Denial of Service (DoS),1,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.3973025975372292,0,0,1,Benign,1,1,0,0,0,1,1,1,1
Brute Force (Hydra),Brute Force (Hydra),1.0,0.3392317795556332,0,1,0,Brute Force (Hydra),0,0,-1,-1,-1,1,1,-1,-1
Brute Force (Hydra),Brute Force (Hydra),1.0,0.34365402965569275,0,1,0,Brute Force (Hydra),1,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.37666578708900683,0,1,0,Benign,1,1,0,0,0,1,1,1,1
Benign,Benign,1.0,0.2829845054219074,0,1,0,Benign,1,1,0,0,0,1,1,1,1
Benign,Benign,1.0,0.24473146337490348,0,1,0,Benign,1,1,0,0,0,1,1,1,1
Brute Force (Hydra),Brute Force (Hydra),1.0,0.2667332235939976,0,1,0,Brute Force (Hydra),1,0,-1,-1,-1,1,1,-1,-1
Unknown/Anomaly,Unknown/Anomaly,1.0,0.14580123630339092,0,1,0,Unknown/Anomaly,1,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,0.99,0.4080450471848248,0,0,1,Benign,0,1,0,0,0,1,1,1,1
Benign,Benign,1.0,0.38396615856337074,0,1,0,Benign,1,1,0,0,0,1,1,1,1
Benign,Benign,1.0,0.39917637413637896,0,0,1,Benign,1,1,0,0,0,1,1,1,1
Brute Force (Hydra),Brute Force (Hydra),1.0,0.3502569407252681,0,1,0,Brute Force (Hydra),0,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.3861478093841243,0,1,0,Benign,1,1,0,0,0,1,1,1,1
Benign,Benign,1.0,0.3839512465963924,0,1,0,Benign,1,1,0,0,0,1,1,1,1
Benign,Benign,1.0,0.35603124986580525,0,1,0,Benign,1,1,0,0,0,1,1,1,1
Benign,Benign,1.0,0.3559484796660617,0,1,0,Benign,1,1,0,0,0,1,1,1,1
Benign,Benign,1.0,0.41912730379618046,0,0,1,Benign,0,1,0,0,0,1,1,1,1
Brute Force (Hydra),Brute Force (Hydra),1.0,0.34713789604440626,0,1,0,Brute Force (Hydra),0,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.3791000720973702,0,1,0,Benign,1,1,0,0,0,1,1,1,1
Unknown/Anomaly,Unknown/Anomaly,1.0,0.38129456155205793,0,1,0,Unknown/Anomaly,1,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.3791000720973702,0,1,0,Benign,1,1,0,0,0,1,1,1,1
Benign,Benign,1.0,0.27757908830663364,0,1,0,Benign,1,1,0,0,0,1,1,1,1
Benign,Benign,1.0,0.3927888421699179,0,0,1,Benign,1,1,0,0,0,1,1,1,1
Brute Force (Hydra),Brute Force (Hydra),1.0,0.3234385666170131,0,1,0,Brute Force (Hydra),0,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.3515056640348422,0,1,0,Benign,1,1,0,0,0,1,1,1,1
Benign,Benign,1.0,0.35538474758901417,0,1,0,Benign,1,1,0,0,0,1,1,1,1
Denial of Service (DoS),Denial of Service (DoS),1.0,0.33204071877940067,0,1,0,Denial of Service (DoS),1,0,-1,-1,-1,1,1,-1,-1
Brute Force (Medusa),Brute Force (Medusa),1.0,0.3056294382934411,0,1,0,Brute Force (Medusa),1,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.3733173725118145,0,1,0,Benign,0,1,0,0,0,1,1,1,1
Unknown/Anomaly,Unknown/Anomaly,1.0,0.14580123630339092,0,1,0,Unknown/Anomaly,1,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.39465294748610413,0,0,1,Benign,1,1,0,0,0,1,1,1,1
Unknown/Anomaly,Unknown/Anomaly,1.0,0.14580123630339092,0,1,0,Unknown/Anomaly,1,0,-1,-1,-1,1,1,-1,-1
Brute Force (Medusa),Brute Force (Medusa),1.0,0.30446928429606535,0,1,0,Brute Force (Medusa),1,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.3560199604677604,0,1,0,Benign,1,1,0,0,0,1,1,1,1
Brute Force (Hydra),Brute Force (Hydra),1.0,0.3530520870052891,0,1,0,Brute Force (Hydra),0,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.3567555005866639,0,1,0,Benign,1,1,0,0,0,1,1,1,1
Brute Force (Medusa),Brute Force (Medusa),1.0,0.1259583550849498,0,1,0,Brute Force (Medusa),1,0,-1,-1,-1,1,1,-1,-1
Denial of Service (DoS),Denial of Service (DoS),1.0,0.33452353194253265,0,1,0,Denial of Service (DoS),0,0,-1,-1,-1,1,1,-1,-1
Brute Force (Hydra),Brute Force (Hydra),1.0,0.34365402965569275,0,1,0,Brute Force (Hydra),1,0,-1,-1,-1,1,1,-1,-1
Brute Force (Hydra),Brute Force (Hydra),1.0,0.2667332235939976,0,1,0,Brute Force (Hydra),1,0,-1,-1,-1,1,1,-1,-1
Brute Force (Medusa),Brute Force (Medusa),1.0,0.3454101653068493,0,1,0,Brute Force (Medusa),0,0,-1,-1,-1,1,1,-1,-1
Brute Force (Hydra),Brute Force (Hydra),1.0,0.34365402965569275,0,1,0,Brute Force (Hydra),1,0,-1,-1,-1,1,1,-1,-1
Brute Force (Hydra),Brute Force (Hydra),1.0,0.34365402965569275,0,1,0,Brute Force (Hydra),1,0,-1,-1,-1,1,1,-1,-1
Denial of Service (DoS),Denial of Service (DoS),1.0,0.33452353194253265,0,1,0,Denial of Service (DoS),0,0,-1,-1,-1,1,1,-1,-1
Unknown/Anomaly,Unknown/Anomaly,1.0,0.38418311813600686,0,1,0,Unknown/Anomaly,1,0,-1,-1,-1,1,1,-1,-1
Denial of Service (DoS),Denial of Service (DoS),1.0,0.3705334412969118,0,1,0,Denial of Service (DoS),0,0,-1,-1,-1,1,1,-1,-1
Denial of Service (DoS),Denial of Service (DoS),1.0,0.3772398691686029,0,1,0,Denial of Service (DoS),1,0,-1,-1,-1,1,1,-1,-1
Denial of Service (DoS),Denial of Service (DoS),1.0,0.37589308373305413,0,1,0,Denial of Service (DoS),1,0,-1,-1,-1,1,1,-1,-1
Benign,Benign,1.0,0.4002080094102924,0,0,1,Benign,0,1,0,0,0,1,1,1,1
Benign,Benign,1.0,0.3792620195945198,0,1,0,Benign,1,1,0,0,0,1,1,1,1
